"CountryArea","Year","Item","Value"
"Andorra","1986","Gross fixed capital formation (including Acquisitions less disposals of valuables)","126260657.309645"
"Andorra","1986","Changes in inventories","2371743.81024622"
"Andorra","1986","Exports of goods and services","108971343.928585"
"Andorra","1986","Imports of goods and services","101987318.38027"
"Andorra","1986","Gross Domestic Product (GDP)","595971932.908672"
"Andorra","1985","Final consumption expenditure","335933933.568509"
"Andorra","1985","Household consumption expenditure (including Non-profit institutions serving households)","270684421.262556"
"Andorra","1985","General government final consumption expenditure","65249513.2844407"
"Andorra","1985","Gross capital formation","88665457.4900064"
"Andorra","1985","Gross fixed capital formation (including Acquisitions less disposals of valuables)","88480675.029164"
"Andorra","1985","Changes in inventories","184782.460842443"
"Andorra","1985","Exports of goods and services","89883853.4175617"
"Andorra","1985","Imports of goods and services","85569007.5630168"
"Andorra","1985","Gross Domestic Product (GDP)","428735794.07235"
"Andorra","1984","Final consumption expenditure","319838935.793038"
"Andorra","1984","Household consumption expenditure (including Non-profit institutions serving households)","258824938.814876"
"Andorra","1984","General government final consumption expenditure","61013996.9781622"
"Andorra","1984","Gross capital formation","83497317.0247873"
"Andorra","1984","Gross fixed capital formation (including Acquisitions less disposals of valuables)","82018272.0536905"
"Andorra","1984","Changes in inventories","1479044.9710968"
"Andorra","1984","Exports of goods and services","87360096.7520053"
"Andorra","1984","Imports of goods and services","82418284.2379524"
"Andorra","1984","Gross Domestic Product (GDP)","408124058.84523"
"Andorra","1983","Final consumption expenditure","324386660.044648"
"Andorra","1983","Household consumption expenditure (including Non-profit institutions serving households)","262818441.361085"
"Andorra","1983","General government final consumption expenditure","61568218.6835628"
"Andorra","1983","Gross capital formation","87494746.661689"
"Andorra","1983","Gross fixed capital formation (including Acquisitions less disposals of valuables)","88887790.2720176"
"Andorra","1983","Changes in inventories","-1393043.61032861"
"Andorra","1983","Exports of goods and services","77697676.2224099"
"Andorra","1983","Imports of goods and services","83702973.0578098"
"Andorra","1983","Gross Domestic Product (GDP)","405375300.828531"
"Andorra","1982","Final consumption expenditure","372935279.56556"
"Andorra","1982","Household consumption expenditure (including Non-profit institutions serving households)","304386456.772695"
"Andorra","1982","General government final consumption expenditure","68548822.7928647"
"Andorra","1982","Gross capital formation","104267933.318181"
"Andorra","1982","Gross fixed capital formation (including Acquisitions less disposals of valuables)","104782703.944177"
"Andorra","1982","Changes in inventories","-514772.140535343"
"Andorra","1982","Exports of goods and services","79289247.7838087"
"Andorra","1982","Imports of goods and services","90678293.8200475"
"Andorra","1982","Gross Domestic Product (GDP)","464805782.191764"
"Andorra","1981","Final consumption expenditure","386636603.3704"
"Andorra","1981","Household consumption expenditure (including Non-profit institutions serving households)","316546629.354383"
"Andorra","1981","General government final consumption expenditure","70089974.0160172"
"Andorra","1981","Gross capital formation","108484132.773393"
"Andorra","1981","Gross fixed capital formation (including Acquisitions less disposals of valuables)","109531876.977666"
"Andorra","1981","Changes in inventories","-1047744.20427317"
"Andorra","1981","Exports of goods and services","78693393.9760538"
"Andorra","1981","Imports of goods and services","91649015.441328"
"Andorra","1981","Gross Domestic Product (GDP)","480964254.058944"
"Andorra","1980","Final consumption expenditure","436021997.563826"
"Andorra","1980","Household consumption expenditure (including Non-profit institutions serving households)","360766751.248006"
"Andorra","1980","General government final consumption expenditure","75255246.3158206"
"Andorra","1980","Gross capital formation","133620799.586411"
"Andorra","1980","Gross fixed capital formation (including Acquisitions less disposals of valuables)","126365282.975663"
"Andorra","1980","Changes in inventories","7255516.61074762"
"Andorra","1980","Exports of goods and services","79253743.0969015"
"Andorra","1980","Imports of goods and services","95110387.7030065"
"Andorra","1980","Gross Domestic Product (GDP)","551930578.220842"
"Andorra","1979","Final consumption expenditure","392517723.763777"
"Andorra","1979","Household consumption expenditure (including Non-profit institutions serving households)","326466651.018518"
"Andorra","1979","General government final consumption expenditure","66051075.2240078"
"Andorra","1979","Gross capital formation","119107781.857097"
"Andorra","1979","Gross fixed capital formation (including Acquisitions less disposals of valuables)","113909922.877042"
"Andorra","1979","Changes in inventories","5197858.98005461"
"Andorra","1979","Exports of goods and services","70070316.5093958"
"Andorra","1979","Imports of goods and services","71755890.3471717"
"Andorra","1979","Gross Domestic Product (GDP)","508865396.742287"
"Andorra","1978","Final consumption expenditure","289668974.379523"
"Andorra","1978","Household consumption expenditure (including Non-profit institutions serving households)","242230898.389909"
"Andorra","1978","General government final consumption expenditure","47438073.8193947"
"Andorra","1978","Gross capital formation","91444801.1212228"
"Andorra","1978","Gross fixed capital formation (including Acquisitions less disposals of valuables)","89524736.6230005"
"Andorra","1978","Changes in inventories","1920064.49822233"
"Andorra","1978","Exports of goods and services","53114809.3664734"
"Andorra","1978","Imports of goods and services","52617664.2447307"
"Andorra","1978","Gross Domestic Product (GDP)","380856719.553221"
"Andorra","1977","Final consumption expenditure","241126974.813119"
"Andorra","1977","Household consumption expenditure (including Non-profit institutions serving households)","203397892.906075"
"Andorra","1977","General government final consumption expenditure","37729084.0974338"
"Andorra","1977","Gross capital formation","82250456.4278561"
"Andorra","1977","Gross fixed capital formation (including Acquisitions less disposals of valuables)","77962168.8698333"
"Andorra","1977","Changes in inventories","4288285.36763328"
"Andorra","1977","Exports of goods and services","41818427.3412789"
"Andorra","1977","Imports of goods and services","49863892.1508965"
"Andorra","1977","Gross Domestic Product (GDP)","314059965.647607"
"Andorra","1976","Final consumption expenditure","217025165.382943"
"Andorra","1976","Household consumption expenditure (including Non-profit institutions serving households)","183867758.908995"
"Andorra","1976","General government final consumption expenditure","33157403.9869713"
"Andorra","1976","Gross capital formation","79330206.9473246"
"Andorra","1976","Gross fixed capital formation (including Acquisitions less disposals of valuables)","72672465.6647564"
"Andorra","1976","Changes in inventories","6657741.28256815"
"Andorra","1976","Exports of goods and services","35486029.9777568"
"Andorra","1976","Imports of goods and services","49103103.2425738"
"Andorra","1976","Gross Domestic Product (GDP)","281029134.224003"
"Andorra","1975","Final consumption expenditure","204079987.085123"
"Andorra","1975","Household consumption expenditure (including Non-profit institutions serving households)","174353802.65518"
"Andorra","1975","General government final consumption expenditure","29726187.328305"
